gene_name	LSK_F_WT_1	LSK_F_WT_2	LSK_F_KO_1	LSK_F_KO_2
Gpm6a	3	9	4	5
Adam29	0	0	0	0
Glra3	0	0	0	0
Hpgd	68	204	0	14
4930518J21Rik	0	0	0	4
Cep44	1036	1662	1317	1379
Fbxo8	1403	1783	1198	1347
LOC102636514	0	0	0	0
Hand2	0	0	0	0
5033428I22Rik	0	0	0	0
Scrg1	0	4	0	2
Sap30	3128	3224	3806	2795
2500002B13Rik	69	129	59	86
Hmgb2	3789	3863	3752	3591
Galnt7	2770	2770	2870	2912
AW046200	30	45	27	33
Galntl6	0	4	0	0
Gm15881	0	0	0	0
BC030500	0	0	0	0
4930470O06Rik	0	0	0	0
Aadat	0	0	0	0
Mfap3l	44	82	92	30
2700029M09Rik	4760	4316	4532	4395
Clcn3	2625	3592	2591	2527
Nek1	1445	1969	2145	2072
Sh3rf1	528	557	669	575
1700001D01Rik	2	0	0	1
Cbr4	733	1023	685	796
Palld	411	501	445	475
Ddx60	878	1562	1330	1505
Anxa10	0	0	0	0
Spock3	4	0	0	0
Sgol2b	0	0	2	2
Tll1	0	0	0	0
Mir710	0	0	0	0
Cpe	33	25	27	34
Msmo1	2870	2445	3437	1926
Klhl2	2404	2836	2708	2328
Tmem192	1802	1997	2199	2068
Trim75	0	0	0	7
Trim60	0	0	0	0
Trim61	0	0	0	0
Apela	0	0	0	0
BC030870	0	0	0	0
March1	31	24	5	0
Tma16	523	515	568	411
Tktl2	0	0	0	0
Npy5r	0	0	0	0
Npy1r	0	0	0	0
Naf1	745	733	1001	712
Nat1	92	195	43	117
Nat2	636	864	778	630
Nat3	0	0	0	0
Psd3	293	400	305	341
Sh2d4a	248	584	54	206
Csgalnact1	4904	6750	5252	4972
1700125H03Rik	0	16	9	5
Ints10	5998	5560	5484	5516
Lpl	125	153	133	28
Slc18a1	221	233	400	337
Atp6v1b2	10283	11423	10063	9654
Lzts1	2	3	0	10
Zfp930	1731	2497	1621	1605
D130040H23Rik	234	320	188	168
Gm10033	315	579	372	258
Zfp868	3446	4501	2928	3314
Zfp964	68	92	79	44
Zfp869	5179	6147	4439	4434
Zfp963	899	1462	713	688
Zfp866	1533	1941	2039	1634
Atp13a1	14950	14908	16430	12673
Gmip	4388	4931	4465	4462
Lpar2	432	279	486	248
Pbx4	591	965	744	673
Cilp2	33	12	48	73
Ndufa13	2092	2301	2045	2090
Tssk6	472	388	453	436
Gatad2a	16179	12199	18176	14352
Mau2	8843	12868	9621	10058
Sugp1	4431	4295	4729	4744
Tm6sf2	8	0	0	6
Hapln4	6	0	0	0
Ncan	0	0	0	0
Mir7066	0	0	0	0
Rfxank	1481	1776	1022	1256
Nr2c2ap	335	345	346	247
2310045N01Rik	1934	2421	2111	1896
2310045n01rik-mef2b	0	0	0	0
Mef2b	0	0	0	0
Tmem161a	4918	5508	5280	4946
Slc25a42	968	1386	780	1139
Armc6	1359	1454	1645	1270
Sugp2	7708	9372	7823	6598
Homer3	3118	3095	3197	3175
Ddx49	3019	2723	3493	2963
Cope	12400	10103	10656	9525
Cers1	0	0	0	0
Gdf1	0	0	0	0
Upf1	13875	11707	15863	13741
Comp	39	21	25	48
Crtc1	5843	5464	5988	5012
Klhl26	2779	3453	3364	2675
Tmem59l	40	14	24	31
Crlf1	1	0	0	0
2810428I15Rik	1867	1976	2086	1726
Uba52	142	110	124	90
Kxd1	2829	3509	3141	3072
Fkbp8	19346	20573	20114	18623
Ell	5108	5936	5952	5041
Isyna1	10429	7539	10432	7219
Ssbp4	10578	6979	10537	7274
Lrrc25	44	47	50	40
Gdf15	48	23	68	2
Pgpep1	1797	2165	1568	1782
Lsm4	5558	5049	5648	4891
Jund	9508	6942	7379	4727
Gm3336	0	0	3	8
Pde4c	167	349	209	264
Rab3a	532	653	480	363
Mpv17l2	2060	2156	2301	1983
Ifi30	85	109	272	158
Pik3r2	4801	4627	5526	4347
2010320M18Rik	442	634	404	514
Mast3	10622	13396	13884	11663
Mir7240	0	0	0	0
Il12rb1	1479	1537	1680	1316
Arrdc2	2301	2701	2099	2272
Kcnn1	162	124	85	152
Ccdc124	3216	2418	2943	2623
Slc5a5	0	0	0	0
Rpl18a	963	1239	1220	1039
Mir7067	3	10	0	5
Snora68	208	185	186	85
Map1s	11189	10724	13737	10812
Mir1969	0	0	0	0
1700026F02Rik	0	0	0	0
Gm38415	0	8	0	2
Haus8	2757	1821	2594	2492
Myo9b	5640	6687	8192	6520
Use1	2954	3419	3145	2847
Ocel1	1453	2350	1987	1664
Nr2f6	2662	2533	3428	2374
Ushbp1	18	7	0	24
Babam1	5773	5976	5899	6069
Ankle1	2960	3459	2933	2850
Abhd8	6244	6442	5373	5309
Mrpl34	2501	2859	2756	2637
Dda1	6013	6409	6362	6192
Ano8	1909	2819	2651	2649
Gtpbp3	1975	2321	1945	1942
Plvap	219	480	573	461
Bst2	2157	2542	3926	3388
Mvb12a	2674	2837	3295	2947
Tmem221	143	187	110	67
Nxnl1	10	47	4	26
Slc27a1	5676	7882	5700	5478
Pgls	6342	5463	8732	5974
Fam129c	450	600	506	472
Colgalt1	12526	13124	14584	10875
Unc13a	203	284	159	193
Mir6769b	0	0	0	0
Jak3	35648	40400	37613	36308
Insl3	257	492	365	291
B3gnt3	353	472	376	305
Fcho1	30080	31759	29688	28525
Zfp709	566	869	652	746
Zfp882	644	972	376	537
Zfp617	486	680	429	447
Zfp961	1799	2342	1981	1931
Cyp4f18	33	48	141	27
Olfr372	0	0	0	0
Olfr373	0	0	0	0
Olfr374	0	0	0	0
Tpm4	1679	2084	4550	1977
Rab8a	14922	15678	14765	13847
Hsh2d	2322	2308	2937	2994
Cib3	3	0	0	9
Fam32a	11601	13729	10295	11446
Ap1m1	16258	16749	16161	14971
Klf2	239	308	181	104
Eps15l1	5753	6600	6507	6473
Calr3	324	345	285	202
1700030K09Rik	1991	2578	1812	2100
Cherp	14378	12940	16113	14747
Mir7068	3	10	10	8
Slc35e1	5039	4308	6990	4825
Med26	4012	3820	3482	3831
Smim7	5385	6623	5890	5085
Tmem38a	482	876	491	498
Nwd1	2256	3685	2384	2830
Sin3b	7167	8715	8851	7320
F2rl3	2908	4307	4019	3150
Large	367	453	331	330
Mir28b	0	0	0	0
Isx	0	0	0	0
Hmgxb4	2576	3159	2999	2968
Tom1	0	13	2	0
Hmox1	909	1067	95	192
Mcm5	32016	23599	38947	34107
Rasd2	187	60	164	76
1700007B14Rik	0	0	0	0
Gm10649	3	0	0	0
Nr3c2	84	133	70	58
Arhgap10	1347	1108	1164	1360
0610038B21Rik	18	8	2	0
Prmt10	1465	2084	1715	1696
Tmem184c	1784	1748	1200	1433
1700092C02Rik	0	0	0	0
Ednra	90	39	58	57
Ttc29	0	0	0	0
Pou4f2	0	0	0	0
Rbmxl1	1956	2112	2276	1812
Slc10a7	1753	2504	2285	2499
Lsm6	3113	3056	3492	3032
Zfp827	207	359	109	176
1700011L22Rik	0	0	0	0
Mmaa	466	748	533	656
Gm4890	347	309	237	390
Smad1	6316	7765	7470	7058
Otud4	2979	2607	4236	2650
Abce1	12662	12150	15302	12499
Anapc10	746	1122	820	848
Hhip	0	4	0	0
Gypa	178	659	57	131
Frem3	2	0	0	0
Smarca5	5838	4876	6864	6013
Gab1	2098	3122	1699	2168
Usp38	3691	4717	5287	4507
Inpp4b	364	817	486	473
Il15	1602	2794	1160	1786
Zfp330	2591	3245	2805	2970
Rnf150	251	311	205	244
Tbc1d9	244	217	194	98
Ucp1	0	0	0	0
Elmod2	786	1662	1037	1295
Mgat4d	0	0	0	0
Clgn	3	3	6	7
Scoc	458	731	504	454
Olfr370	0	0	0	0
Ndufb7	2814	2671	2590	2438
Tecr	12314	10093	12908	11332
Dnajb1	10826	11599	10918	9298
Gipc1	6190	5919	5756	5755
Ptger1	1262	1252	1612	1483
Pkn1	14188	14950	16048	14847
Ddx39	13192	12895	15069	11299
Adgre5	3679	3102	1683	2545
Mir1668	0	0	0	0
Adgrl1	908	492	977	594
Asf1b	5322	3891	5170	4907
Prkaca	7935	7215	8638	7392
Samd1	4494	3570	4664	3867
1700067K01Rik	38	62	60	25
Mir8111	0	0	0	0
2210011C24Rik	0	4	11	1
Mir1199	0	0	0	0
Palm3	7	17	9	11
Il27ra	5184	5122	4347	4786
Rln3	1	15	38	19
Rfx1	2074	2489	2581	2321
Mir709	0	0	0	0
Dcaf15	3728	4272	4352	3701
Podnl1	501	556	632	617
Cc2d1a	3883	4334	4013	4070
4930432K21Rik	274	239	313	392
Nanos3	46	85	68	52
Mir181d	0	0	0	0
Mir181c	0	0	0	0
Mir23a	0	2	7	8
Mir27a	0	0	0	0
Mir24-2	0	0	0	0
Mir3074-2	0	0	0	0
Zswim4	4626	5268	4316	4753
D8Ertd738e	3038	2669	3050	2432
Mri1	4749	4243	5361	3516
Ccdc130	1549	2033	1333	1726
Cacna1a	1296	1407	938	909
Ier2	18909	12751	12092	9647
Nacc1	5080	4834	6935	5327
Trmt1	4825	6206	6138	5082
Lyl1	4682	5168	4570	4042
Nfix	8726	7845	8881	7546
Dand5	354	491	352	246
Gadd45gip1	2864	3332	3091	2859
Rad23a	5995	5463	5859	5242
Calr	56346	42651	76709	60486
Farsa	12650	11324	12871	10831
Mir7069	16	21	19	14
Syce2	3733	2891	3224	3011
Gcdh	2702	2680	2278	2158
Klf1	1575	3492	684	1350
Dnase2a	2095	2677	2549	2419
Mast1	300	386	205	335
Gm38426	150	189	141	64
Rtbdn	12	5	3	5
Rnaseh2a	3958	4079	4361	4279
Prdx2	9333	12810	9232	8796
Junb	10507	6889	8089	4843
Hook2	2532	2856	2531	2642
Best2	0	0	0	0
Asna1	2753	2602	2693	2629
2310036O22Rik	4929	4665	5108	4442
Tnpo2	3207	4473	4307	3966
A230103J11Rik	31	38	10	11
Fbxw9	1515	1826	1408	1479
Mir7070	0	0	0	0
Gm5741	10	25	0	5
Dhps	1339	1515	1259	1362
Wdr83	2232	2460	2044	2001
Wdr83os	1104	1248	1253	1003
Man2b1	17765	17508	18665	17714
Zfp791	0	1	0	13
Cks1brt	103	74	42	77
Olfr371	0	0	0	0
Vps35	13899	18505	15175	15277
Orc6	3078	3088	2886	2866
Mylk3	97	291	91	135
4921524J17Rik	1609	2071	1546	1494
Gpt2	798	963	927	804
Dnaja2	13360	12551	14184	12415
Neto2	636	526	559	461
Mir8109	2	12	0	4
Itfg1	6688	7193	7560	6702
Phkb	3725	4798	4044	4268
Abcc12	0	0	0	0
Lonp2	9458	12491	10137	10031
Siah1a	2272	2948	2331	2506
Gm10638	92	119	91	176
N4bp1	2132	2489	2808	2261
Gm10637	0	0	0	0
Cbln1	0	3	0	0
Gm2694	0	0	0	0
4933402J07Rik	0	0	0	0
1700096P03Rik	0	0	0	0
Zfp423	0	6	0	1
Cnep1r1	2038	2906	1860	1846
Heatr3	5475	5415	6559	5160
Mir7071	0	0	0	0
Papd5	3194	3172	4298	3003
Adcy7	7505	10638	9779	9152
Brd7	7046	6706	7872	7014
Nkd1	53	78	69	41
Snx20	3349	4553	3694	4052
Nod2	174	338	121	161
Cyld	3986	4657	4232	4155
Mir8110	0	0	0	0
Sall1	0	0	0	0
Tox3	107	69	56	32
Chd9	1964	2939	1969	1754
Rbl2	7259	8926	7399	7433
Aktip	1959	2586	1332	1786
Rpgrip1l	372	426	462	435
Fto	13817	11474	12665	12844
Irx3	0	0	0	0
Crnde	32	56	57	40
Irx5	0	0	28	0
Irx6	0	0	0	0
Mmp2	2166	2544	1520	1463
Lpcat2	761	854	1080	903
Capns2	0	0	0	0
Slc6a2	0	0	0	0
Ces1a	0	0	0	0
Ces1b	0	0	0	0
Ces1c	0	0	0	0
Ces1d	3	0	0	7
Ces1e	0	0	0	0
Ces1f	0	0	0	0
Ces1g	0	0	0	0
Ces5a	0	0	0	0
Gnao1	5	33	0	0
4930488L21Rik	0	0	0	0
Amfr	15779	18241	17267	15329
Nudt21	402	412	419	401
Ogfod1	686	816	892	986
Bbs2	662	948	616	859
Mt4	0	0	0	0
Mt3	3	0	0	0
Mt2	15	74	19	44
Mt1	170	423	360	240
Nup93	8813	5840	9321	7461
Mir138-2	0	0	0	0
Slc12a3	9	0	18	0
Herpud1	10094	9434	10858	8070
9330175E14Rik	53	112	69	69
Nlrc5	2033	3290	2941	3551
Mir7072	0	0	0	0
Cpne2	11912	10851	11536	10320
Fam192a	6692	5937	6190	5959
Rspry1	3039	4546	3505	4277
Arl2bp	10885	10111	9147	9128
Pllp	1	3	4	0
Ccl22	0	0	0	0
Cx3cl1	541	612	204	277
Ccl17	0	0	0	0
Ciapin1	8888	6719	10059	7652
Coq9	4113	4919	4347	4473
Polr2c	946	1187	1078	1129
Dok4	142	369	215	251
Ccdc102a	1086	1036	998	558
Adgrg5	178	205	314	174
Adgrg1	183554	197484	184668	181158
Adgrg3	16751	14649	23191	16799
Drc7	449	217	1133	825
Katnb1	4199	4499	4865	4618
Kifc3	604	605	753	406
Cngb1	350	691	296	681
Tepp	0	0	0	0
Zfp319	2052	3357	3382	3639
Usb1	3676	4787	4562	4576
Mmp15	534	1197	373	737
Cfap20	3771	3866	3205	3206
Csnk2a2	1043	1104	1060	1132
Ccdc113	0	0	3	0
Prss54	0	0	0	0
Gins3	2019	1745	2189	1867
Ndrg4	43	106	74	72
Setd6	2744	2399	2669	2322
Cnot1	5083	5976	8906	7574
Mir7073	0	0	0	0
4930513N10Rik	302	292	295	310
Slc38a7	757	1374	1127	1067
Got2	6868	5748	7375	6792
Mir28c	0	0	0	0
Gm15679	0	0	0	0
Cdh8	0	0	0	0
Cdh11	23	25	34	10
1600027J07Rik	0	0	0	0
4933400L20Rik	0	0	0	0
Gm29682	0	0	0	0
Cdh5	1	0	12	5
Bean1	1	17	0	0
Tk2	4025	5859	3872	4136
Cklf	716	840	757	632
Cmtm2a	0	0	0	0
Cmtm1	0	0	0	0
Cmtm2b	0	0	0	0
Cmtm3	3306	3735	3388	3164
Cmtm4	104	135	58	115
Dync1li2	4248	4831	4887	4155
Ccdc79	6	4	4	0
Nae1	3045	4292	3014	3205
Car7	82	69	121	68
Pdp2	1399	1161	1122	1084
Cdh16	0	0	0	0
Rrad	965	1831	986	1603
Fam96b	1150	1422	1186	1267
Ces2a	0	0	0	0
4932416K20Rik	0	0	0	0
Ces2b	2	3	0	0
Ces2c	0	11	10	0
Ces2d-ps	0	0	0	0
Ces2e	0	0	1	0
Ces2f	0	0	0	0
Ces2g	1497	3223	1187	1439
Ces2h	0	0	0	0
Ces3a	0	0	0	0
Ces3b	0	0	0	0
Ces4a	0	7	0	8
Cbfb	16744	13965	18453	14531
D230025D16Rik	2866	3283	2956	2714
B3gnt9	118	89	71	82
Tradd	4735	5117	4198	4276
Fbxl8	1148	1543	1290	1548
Hsf4	17	23	13	10
Nol3	6	13	0	0
4931428F04Rik	1320	1257	1205	1252
Exoc3l	2074	2272	1965	1757
E2f4	15946	14082	15213	13389
Elmo3	843	1803	904	1017
Mir328	0	8	0	0
Lrrc29	695	707	805	693
Tmem208	2327	3192	2341	2444
Fhod1	213	375	211	301
Slc9a5	151	258	299	262
Plekhg4	12	5	38	3
Kctd19	0	1	0	2
Lrrc36	115	232	90	110
Tppp3	61	130	73	59
Zdhhc1	2871	3527	2182	2439
Hsd11b2	11	37	14	3
Atp6v0d1	5636	6505	5276	5395
Agrp	9	70	52	27
Fam65a	17478	21752	25251	22235
Mir1966	0	10	6	5
Ctcf	9975	8521	11819	10038
Rltpr	8351	9762	7650	7506
Acd	5448	5085	4992	4615
Pard6a	901	1071	870	759
Enkd1	1491	1452	1957	1500
4933405L10Rik	0	21	0	2
Gfod2	1028	1341	1101	1126
Ranbp10	2051	3203	2851	2971
Tsnaxip1	14	18	21	35
Cenpt	3131	3003	2760	2600
Thap11	4616	5011	4781	4451
Nutf2	1747	1549	1686	1653
Nutf2-ps1	0	0	0	0
Edc4	9450	9800	10256	9813
Nrn1l	26	19	23	1
Pskh1	6043	5600	5828	4912
Ctrl	45	28	31	32
Psmb10	8315	8820	9847	8177
Lcat	20	5	9	3
Slc12a4	775	832	831	686
Mir7074	0	0	0	0
Dpep3	0	0	0	0
Dpep2	15	32	13	32
Ddx28	1925	1773	1653	1846
Dus2	832	1071	856	568
Nfatc3	5595	6653	7404	5696
Esrp2	0	3	19	6
1810019D21Rik	0	13	0	0
Pla2g15	2419	4547	2886	4615
Slc7a6	3622	3144	3775	3129
Slc7a6os	2103	2207	2091	2092
Prmt7	8233	9201	9322	8149
Smpd3	130	108	143	132
4930506A18Rik	0	0	0	4
Zfp90	1794	2284	1635	1619
Cdh3	0	0	0	0
1110028F18Rik	0	0	0	0
Cdh1	29	0	31	34
Tango6	1742	1713	1913	2088
Has3	0	1	0	5
Chtf8	3033	4558	5510	4892
Cirh1a	7203	5859	6613	5766
Sntb2	418	439	439	192
Vps4a	3913	4655	4394	3947
Pdf	4702	4905	4500	4283
Cog8	5027	5023	4967	5005
Nip7	4529	4561	4644	3999
Tmed6	0	0	0	0
Terf2	2978	2660	2657	2864
Mir7075	1	4	0	2
Cyb5b	9294	7926	12102	8813
Nfat5	547	925	478	527
Nqo1	645	898	555	715
Nob1	6972	6658	6872	5948
Wwp2	13411	12830	13392	12268
Mir140	0	0	0	0
Psmd7	15328	15126	15194	13831
Lncbate1	0	0	0	0
Zfhx3	1514	1744	939	1078
Mir3108	0	0	0	0
D030068K23Rik	0	0	0	0
Gm1943	69	49	64	58
Pmfbp1	0	1	0	0
Dhx38	3995	3599	5293	4359
Txnl4b	1247	1170	1172	1218
Hp	296	286	1366	690
Dhodh	5130	4198	4597	4039
Pkd1l3	68	73	106	73
Ist1	10210	11923	10729	9871
Zfp821	808	780	886	832
Atxn1l	275	281	335	274
Ap1g1	3362	4296	4736	4087
Snord71	0	0	0	0
Phlpp2	83	151	91	113
Marveld3	0	3	0	0
Tat	0	0	0	0
Chst4	0	0	0	0
8030455M16Rik	0	0	0	0
Zfp612	333	872	393	330
Calb2	0	0	0	0
Cmtr2	2202	2915	2099	2187
Hydin	0	3	0	0
Gm21283	0	0	0	0
Vac14	6570	4806	7128	5988
Mtss1l	721	1206	871	942
Il34	1	0	0	0
Sf3b3	28258	23667	33565	26425
Snord111	4	1	9	2
Cog4	3827	5007	4479	5114
Fuk	1180	1164	1145	1120
St3gal2	4318	5902	5288	5580
Ddx19a	2874	2696	3057	2597
Ddx19b	1647	1284	1727	1634
Mir3473d	0	0	0	0
Aars	9843	5500	10917	7582
Exosc6	5847	4488	6853	5275
Clec18a	0	4	0	0
Pdpr	339	622	543	578
9430091E24Rik	188	271	204	128
Glg1	6906	7185	7383	7122
Rfwd3	2973	2962	4492	3441
Mlkl	2839	2646	3443	3316
Fa2h	0	0	0	0
Wdr59	630	969	856	1011
Mir1957b	0	0	0	0
Znrf1	27978	34781	24772	23021
Ldhd	1142	2114	932	1229
Zfp1	3918	3256	3051	2486
Ctrb1	0	0	0	0
Mir7076	0	0	0	0
Bcar1	1	7	0	2
Cfdp1	6056	5373	5140	5141
Tmem170	51	83	75	72
Chst5	0	0	0	5
Tmem231	1704	1356	1382	1408
Gabarapl2	234	434	201	269
Adat1	977	1612	1001	1093
Kars	14512	12281	15425	14252
Terf2ip	3312	3458	3008	3275
Cntnap4	0	0	0	0
Gm10280	0	0	0	0
4930571O06Rik	0	0	0	0
Mon1b	2375	2907	2786	2671
Syce1l	3	0	0	0
Adamts18	0	0	0	0
Nudt7	1105	1907	1034	1364
Vat1l	0	0	0	0
4933408N05Rik	0	0	0	0
Clec3a	0	0	0	0
Wwox	1414	1296	1437	1476
Maf	85	125	55	23
Dynlrb2	2	8	0	4
Cdyl2	1368	1296	1343	1323
4930563M20Rik	0	0	0	0
Cmc2	837	893	675	849
Cenpn	2187	1868	2337	2243
Atmin	4204	4532	4597	4057
1700030J22Rik	74	65	64	83
Gcsh	3075	3050	2814	2203
Pkd1l2	1	48	6	31
Bco1	15	6	39	10
Gan	347	329	218	153
Cmip	6266	7794	8659	7391
Mir7077	0	0	0	0
Mir7078	0	0	0	0
Plcg2	27192	25669	28689	27427
Sdr42e1	772	949	818	1044
Gm38416	0	0	0	0
Hsd17b2	8	1	5	0
Mphosph6	1165	1196	1200	1115
Cdh13	0	0	1	0
Hsbp1	8457	10209	7662	7996
Mlycd	3661	4265	3575	3774
Osgin1	1545	1759	946	758
Necab2	0	4	0	0
Slc38a8	2	16	0	0
Mbtps1	10068	12058	11629	11296
Hsdl1	6112	6622	6765	6616
Dnaaf1	10	5	15	5
Taf1c	2873	3182	3031	2599
Adad2	5	0	0	1
Kcng4	0	0	0	0
Wfdc1	1	0	0	0
Atp2c2	14	41	14	16
Tldc1	2061	2863	2022	2503
Cotl1	1401	2360	3021	1948
Klhl36	1825	2142	1600	2105
Usp10	13332	11005	14434	12240
Crispld2	199	160	197	97
Zdhhc7	4154	4980	4514	4372
6430548M08Rik	116	152	218	160
Fam92b	0	0	0	0
A330074K22Rik	0	9	2	7
Gse1	7058	6729	8784	6694
Mir7687	4	3	0	0
Gins2	2656	2357	2893	2625
Emc8-1190005i06rik	0	0	0	0
1190005I06Rik	4	13	10	3
Emc8	4262	4620	5619	4508
Cox4i1	10898	13218	11926	11135
Irf8	5316	4757	12576	11893
Fendrr	0	0	0	0
Foxf1	0	0	0	0
Mthfsd	2525	4458	2560	2873
Foxc2	0	0	0	0
Foxl1	0	0	0	0
1700018B08Rik	0	2	0	0
1700030M09Rik	0	0	0	0
Fbxo31	5074	4649	5164	4408
Map1lc3b	13567	19240	12650	14188
Zcchc14	7	27	24	42
Jph3	12	0	0	0
Klhdc4	2080	1088	2136	1788
Slc7a5	12135	7110	15876	9528
BC048644	0	0	0	2
Car5a	16	16	0	1
Banp	2250	3186	2211	2536
Mir7237	1	2	5	0
Zfpm1	13430	16357	15757	12557
Trhr2	0	0	0	0
Zc3h18	4936	4542	6693	5060
Il17c	0	1	0	2
Cyba	4895	5656	5067	4186
Mvd	517	434	430	346
9330133O14Rik	401	801	565	657
Gm20735	0	0	0	0
Snai3	25	0	16	2
Rnf166	10080	9580	9783	8362
Ctu2	3146	3114	3488	2431
Piezo1	2215	1730	3524	2086
Cdt1	8287	5855	8971	8738
Aprt	3711	3386	4359	3079
Galns	1880	2145	1696	2106
Trappc2l	621	1020	646	752
Pabpn1l	0	2	0	2
Mir6396	0	0	0	0
Cbfa2t3	14422	16125	14863	12232
Acsf3	1751	1702	1780	1732
Cdh15	28	262	51	77
Ankrd11	12561	11541	12564	10703
2810013P06Rik	1437	2381	1498	1729
Spg7	4774	4654	4993	5368
Rpl13	867	1068	916	724
Snord68	61	74	110	37
Mir7079	18	17	4	3
Cpne7	4	7	16	4
Mir7080	0	0	0	0
Sult5a1	0	0	12	4
Dpep1	4	35	21	2
Chmp1a	8073	9700	8424	8517
Spata33	7	2	3	2
Cdk10	1224	1330	1373	1203
Spata2l	960	1205	617	926
4933417D19Rik	20	30	0	10
Vps9d1	2286	3219	1815	2384
Zfp276	1597	2289	1987	1730
Fanca	1795	1304	2299	1858
Spire2	296	517	281	186
Tcf25	20132	21709	19796	17599
Mc1r	0	0	0	2
Tubb3	0	1	2	6
Def8	21350	15224	19513	21827
Afg3l1	8694	7925	9041	7721
Dbndd1	33	29	18	42
Gas8	1113	1383	1111	1136
Gm25212	0	0	0	0
Gm23284	0	0	0	0
Gm22291	0	0	0	0
Gm22109	0	0	0	0
Gm26391	0	0	0	0
Gm25018	0	0	0	0
Rhou	7	23	47	0
6030466F02Rik	0	0	0	0
Rab4a	2093	2451	1475	1224
Ccsap	1294	1374	1080	1349
Acta1	0	1	1	0
Nup133	6501	6187	7788	7570
Abcb10	1854	1998	2705	2631
Taf5l	8527	8661	9159	7964
Mir1967	0	3	0	1
Urb2	2508	3136	4507	2876
Galnt2	10215	12138	13602	11055
Pgbd5	0	0	0	0
Cog2	4455	5315	4924	4822
Agt	10	0	0	2
Capn9	0	0	6	0
2310022B05Rik	3846	4849	4302	3330
Ttc13	6158	6756	7831	6542
Arv1	669	783	550	531
Fam89a	0	0	19	0
Trim67	0	0	0	0
2810004N23Rik	3823	4077	3687	3855
Gnpat	13269	15138	12463	13386
Exoc8	1902	2564	2856	2429
Sprtn	240	341	496	435
Egln1	5069	3798	6265	4518
Tsnax	7277	6835	6553	6747
Disc1	176	232	207	108
Sipa1l2	210	98	298	128
4930567H12Rik	0	0	0	0
Map10	244	593	486	549
Ntpcr	2338	2020	2158	2186
Pcnxl2	1	3	0	0
BC021891	12	0	0	0
Kcnk1	8	2	21	5
Slc35f3	0	0	5	0
Coa6	742	1028	811	698
Gm17296	1048	912	1513	1378
Irf2bp2	25545	32490	35440	33511
Tomm20	1741	2105	2099	1876
Rbm34	3424	3551	3041	3189
Pard3	27	108	39	28
Mir21c	0	0	0	0
Nrp1	60	22	257	146
Mir1903	0	0	0	0
Itgb1	21145	25185	25662	22556
Ccdc7a	0	0	0	0
Ccdc7b	0	0	0	0
2610044O15Rik8	480	661	559	581
Mir101c	0	0	0	0
4930433N12Rik	13	11	36	23
Alkbh8	1972	2489	2015	1825
Cwf19l2	2415	2189	2247	2169
Gucy1a2	49	28	0	9
Aasdhppt	3534	4580	3350	3360
Kbtbd3	287	614	351	348
Msantd4	2736	3375	2566	2513
Gria4	0	0	0	0
Casp1	3011	3396	3572	3740
Casp4	378	1022	501	487
Casp12	1360	2585	1889	2028
Pdgfd	26	74	13	14
Ddi1	0	0	0	0
Dync2h1	713	562	300	431
Dcun1d5	5968	6635	5972	5546
Mmp13	5	16	0	0
Mmp12	0	0	0	0
Mmp1b	0	0	0	0
Mmp3	0	0	0	0
Mmp1a	0	0	0	0
Mmp10	0	0	0	0
Mmp8	11	142	117	173
Mmp27	5	10	9	1
Mmp20	0	0	0	0
AV064505	0	0	0	0
Mmp7	0	0	0	0
Tmem123	21972	22362	24651	20528
Mir5618	0	0	0	0
Birc2	3432	6683	4122	5146
Birc3	2098	3085	2316	2563
Yap1	2	14	5	14
9230110C19Rik	397	660	207	279
Cep126	297	332	208	202
1700128F08Rik	0	0	0	0
Mir1899	0	0	0	0
Trpc6	4477	4004	1431	2284
Gm32014	0	2	0	7
Pgr	959	791	331	327
Arhgap42	57	158	89	72
Gm16833	0	0	0	0
Cntn5	0	2	0	0
Mir6237	0	0	0	0
4930568E12Rik	0	0	0	0
Jrkl	359	506	385	427
Ccdc82	1447	1346	2032	1570
Phxr4	9	35	0	16
Maml2	1459	1750	1258	1456
Mtmr2	3614	2992	3970	3046
Cep57	4620	5400	5061	4522
Fam76b	2919	2689	3225	2259
Sesn3	471	627	270	525
Endod1	1599	1702	2812	2072
Kdm4d	2	14	0	19
Cwc15	3582	3727	3756	3949
Amotl1	0	1	3	4
Piwil4	8	18	0	16
Fut4	1010	1280	1133	944
1700012B09Rik	0	0	0	0
Ankrd49	2857	3549	2824	3291
Mre11a	2933	3162	3602	3171
Gpr83	0	0	0	0
Izumo1r	0	0	7	0
Panx1	4941	3980	5489	3841
Hephl1	0	0	0	1
Vstm5	26	112	27	48
Med17	3745	4134	4097	4265
4931406C07Rik	891	1293	1192	1211
Taf1d	2097	2237	1720	1672
Gm25500	10	10	0	7
Cep295	886	1072	1395	1160
Scarna9	0	0	0	0
Smco4	634	586	792	806
Ccdc67	0	0	0	0
4930540M03Rik	0	0	0	0
Slc36a4	319	397	399	335
Mtnr1b	3	0	0	0
Fat3	0	0	0	0
Chordc1	5143	6905	4895	5412
Naalad2	0	0	0	0
Ubtfl1	0	0	0	0
Mbd3l2	0	0	0	0
Zfp558	458	651	440	544
Mbd3l1	0	0	0	0
Olfr24	0	0	0	0
Olfr828	0	0	0	0
Olfr829	0	0	0	0
Olfr830	0	0	0	0
Olfr832	0	0	0	0
Olfr834	0	0	0	0
Olfr835	0	0	0	0
